player1,player2,best_of,elo_match_win_rate,elo_frame_win_rate,p1_matches_played,p1_matches_won,p1_frames_played,p1_frames_won,p2_matches_played,p2_matches_won,p2_frames_played,p2_frames_won,p1_frames_played_1_year,p1_frames_won_1_year,p1_frames_played_3_years,p1_frames_won_3_years,p2_frames_played_1_year,p2_frames_won_1_year,p2_frames_played_3_years,p2_frames_won_3_years,match_result,win_percentage
Michael Holt,Zhou Yuelong,11,0.2740269264166037,0.4121704615174885,1018,573,7057,3721,512,302,3228,1738,82,37,345,175,177,84,920,485,0.0,0.5454545454545454
Aaron Hill,Liam Pullen,11,0.7826562787669785,0.6136070778047783,131,60,768,369,55,25,330,154,147,71,562,287,115,52,288,132,0.0,0.75
Andrew Higginson,Matthew Selt,11,0.2507413833722163,0.4019131396677965,885,505,6138,3317,890,485,5736,2989,124,57,468,246,232,121,983,504,0.0,0.5454545454545454
John Higgins,Ken Doherty,11,0.9319508746285202,0.7094058152553435,1898,1337,14668,8642,1288,743,10131,5448,489,272,1453,830,62,20,395,164,0.0,0.8571428571428571
Barry Hawkins,Joshua Thomond,11,0.9572441024823404,0.7378841011916348,1358,848,9327,5220,79,34,420,202,306,162,989,560,84,37,171,84,0.0,0.8571428571428571
Lyu Haotian,Marco Fu,11,0.516913659711329,0.5062496744995104,348,177,2273,1134,979,572,7293,3949,186,89,740,397,151,82,427,218,0.0,0.5454545454545454
Anthony Hamilton,Jimmy White,11,0.6422124980112687,0.5535439031511183,1056,597,7733,4067,1581,847,13119,6769,143,69,516,249,111,45,410,167,0.0,1.0
He Guoqiang,Antoni Kowalski,11,0.7714085331898454,0.6082590307465143,74,41,470,242,49,25,266,135,197,103,387,210,109,55,142,75,0.0,0.8571428571428571
Xiao Guodong,Kreishh Gurbaxani,11,0.966138038616786,0.7507282371635285,767,444,4815,2639,28,10,155,71,264,144,996,531,91,42,132,61,0.0,0.6666666666666666
David Grace,Zhou Jinhao,11,0.8064278766835024,0.6253923497205511,489,226,3189,1543,9,4,59,27,124,59,500,237,59,27,59,27,0.0,0.75
David Gilbert,Yulu Bai,11,0.9845723939843553,0.788348634008099,965,568,6613,3583,15,3,102,34,317,181,883,488,49,13,102,34,0.0,0.75
Dylan Emery,Scott Donaldson,11,0.2375706926089074,0.3959186771306219,132,59,750,365,501,266,3208,1637,168,83,476,235,169,90,666,346,0.0,0.6666666666666666
Ryan Day,Ma Hailong,11,0.7384383044161037,0.5932699921071872,1322,780,8723,4743,46,17,294,133,298,151,1004,522,159,78,294,133,0.0,0.5454545454545454
Mark Davis,Siripaporn Nuanthakhamjan,11,0.9838083072715782,0.7862554282848526,1325,787,9099,4946,23,0,134,26,177,97,559,282,66,11,134,26,0.0,0.8571428571428571
Jamie Clarke,Mostafa Dorgham,11,0.8438737358496442,0.6456563062257954,343,171,2049,1015,26,5,169,54,149,68,567,273,113,42,159,54,0.0,0.6666666666666666
Gong Chenzhi,Jordan Brown,11,0.3359445698607408,0.4378234991142019,32,17,215,111,346,177,2131,1062,128,64,215,111,177,82,795,400,0.0,0.6
Ali Carter,Cai Wei,11,0.9714031344699712,0.759510916949111,1339,825,9032,4987,1,0,5,0,363,193,1220,677,5,0,5,0,0.0,0.8571428571428571
Stuart Carrington,Robert Milkins,11,0.4678902297773399,0.4881272322437472,520,275,3283,1707,1144,658,7929,4226,138,70,471,231,187,80,970,484,0.0,0.6
Simon Blackwell,Jak Jones,11,0.113360133006499,0.3273929829322395,69,35,350,183,412,205,2707,1304,117,63,144,75,361,201,870,471,0.0,0.5454545454545454
Stuart Bingham,Liam Graham,11,0.9719138262492756,0.7604230019887311,1518,958,10511,5952,56,17,308,119,329,174,1023,544,94,33,229,79,0.0,1.0
Zhang Anda,Ishpreet Singh Chadha,11,0.791169923020278,0.617747874769249,491,255,3443,1761,53,30,312,164,266,134,893,495,169,83,312,164,0.0,0.5454545454545454
Mark Allen,Farakh Ajaib,11,0.9424037463647562,0.7201085268004915,1092,726,7731,4394,158,68,861,395,394,219,1223,697,103,57,309,150,0.0,0.6666666666666666
Wu Yize,Andrew Higginson,11,0.7598272122029448,0.6028848673274662,126,65,874,448,885,505,6138,3317,228,125,660,352,124,57,468,246,0.0,0.6666666666666666
Kyren Wilson,Liu Hongyu,11,0.90513815391989,0.6862186708976811,1069,684,6811,3851,52,26,316,169,612,356,1504,880,141,71,316,169,0.0,0.6666666666666666
Gary Wilson,Dean Young,11,0.9340518464635542,0.7114629823302013,744,428,4783,2568,111,41,577,239,359,187,991,517,91,33,362,144,0.0,0.6
Robbie Williams,Stuart Carrington,11,0.577315732364891,0.5287183569514396,565,302,3619,1855,520,275,3283,1707,176,85,596,316,138,70,471,231,0.0,0.6666666666666666
Hossein Vafaei,Dylan Emery,11,0.8154560379628985,0.6300660082850182,341,206,2367,1264,132,59,750,365,223,127,890,509,168,83,476,235,0.0,0.8571428571428571
Thepchaiya Un-Nooh,Stuart Bingham,11,0.528736253433527,0.5106234010049637,575,336,3963,2119,1518,958,10511,5952,192,107,710,391,329,174,1023,544,0.0,1.0
Judd Trump,Sanderson Lam,11,0.9738783709590574,0.7640475997974661,1478,1065,10235,6191,280,111,1693,744,576,362,1797,1102,120,48,531,248,0.0,1.0
Matthew Stevens,Simon Blackwell,11,0.8165650765983749,0.6306485256510744,1138,655,8581,4648,69,35,350,183,157,79,624,330,117,63,144,75,0.0,0.5454545454545454
Yuan Sijun,Michael Holt,11,0.7739370957025349,0.6094497836283252,281,148,1788,927,1018,573,7057,3721,203,111,690,391,82,37,345,175,0.0,0.6
Xu Si,Stan Moody,11,0.6036516239508452,0.538672605206508,209,90,1330,613,66,28,389,183,181,90,541,266,164,84,353,168,0.0,0.5454545454545454
Mark Selby,Jamie Clarke,11,0.875173026227756,0.6648537304059736,1579,1078,11276,6562,343,171,2049,1015,408,230,1338,760,149,68,567,273,0.0,0.6
Noppon Saengkham,Jimmy Robertson,11,0.4847768026393152,0.4943752372926745,470,244,3204,1619,757,415,4923,2571,195,96,820,436,207,105,776,412,0.0,0.8571428571428571
Neil Robertson,Fan Zhengyi,11,0.7726748787826436,0.6088545692109504,1293,860,9461,5456,196,87,1250,582,362,224,1076,625,236,129,749,396,0.0,1.0
Jackson Page,David Gilbert,11,0.2588333778261005,0.4055240692517599,210,106,1335,661,965,568,6613,3583,195,98,629,322,317,181,883,488,0.0,0.6
Ronnie O'Sullivan,He Guoqiang,11,0.87601912592788,0.665410558746814,1539,1174,13293,8110,74,41,470,242,378,227,1204,725,197,103,387,210,0.0,0.75
Joe O'Connor,Anthony McGill,11,0.4830863402886715,0.4937503255004896,310,153,1947,976,763,454,5066,2750,275,140,755,391,123,59,675,364,0.0,0.8571428571428571
Jack Lisowski,Gong Chenzhi,11,0.8700081127630673,0.6615031592029524,811,494,5286,2895,32,17,215,111,253,139,1058,584,128,64,215,111,0.0,0.5454545454545454
Pang Junxu,Elliot Slessor,11,0.6150281018113474,0.5430183807243099,193,108,1251,656,395,198,2413,1197,332,183,868,472,308,172,737,388,0.0,0.5454545454545454
Ding Junhui,Martin O'Donnell,11,0.7532516785524059,0.5998883688639983,1004,666,7723,4392,522,266,3235,1638,243,126,974,540,212,110,518,260,0.0,0.8571428571428571
Jiang Jun,Amir Sarkhosh,11,0.7030818618963935,0.5781052328843092,39,16,270,129,39,17,248,122,177,87,270,129,77,33,123,57,0.0,0.5454545454545454
Si Jiahui,Ben Mertens,11,0.8326791118411269,0.6393398367530659,203,116,1376,741,108,50,647,323,379,216,952,521,141,68,476,241,0.0,0.6666666666666666
John Higgins,Ben Woollaston,11,0.7103328120698551,0.5811509642893937,1898,1337,14668,8642,843,476,5317,2824,489,272,1453,830,188,103,609,318,0.0,0.6
Barry Hawkins,Joe Perry,11,0.7701380681178696,0.6076631698328917,1358,848,9327,5220,1393,807,9552,5151,306,162,989,560,148,69,728,362,0.0,0.75
Lyu Haotian,Haydon Pinhey,11,0.8143426634341571,0.6294831119673949,348,177,2273,1134,116,52,617,291,186,89,740,397,128,60,354,171,0.0,0.6
Xiao Guodong,Ricky Walden,11,0.6578692364081125,0.5597136492671929,767,444,4815,2639,1176,694,7905,4322,264,144,996,531,286,147,964,509,0.0,1.0
Ryan Day,Daniel Womersley,11,0.8545431033333998,0.6519223788927313,1322,780,8723,4743,111,54,560,270,298,151,1004,522,95,44,189,93,0.0,0.6666666666666666
Ali Carter,Ross Muir,11,0.8478141344097009,0.6479408020806503,1339,825,9032,4987,295,117,1868,857,363,193,1220,677,128,55,463,215,0.0,0.5454545454545454
Zhang Anda,David Grace,11,0.798301924282246,0.6212835951910678,491,255,3443,1761,489,226,3189,1543,266,134,893,495,124,59,500,237,0.0,0.6666666666666666
Mark Allen,Aaron Hill,11,0.8326791118411269,0.6393398367530659,1092,726,7731,4394,131,60,768,369,394,219,1223,697,147,71,562,287,0.0,0.75
Kyren Wilson,Wu Yize,11,0.7947551021173549,0.6195173196470847,1069,684,6811,3851,126,65,874,448,612,356,1504,880,228,125,660,352,0.0,0.6
Gary Wilson,Robbie Williams,11,0.6778040243791852,0.5677065480733601,744,428,4783,2568,565,302,3619,1855,359,187,991,517,176,85,596,316,0.0,0.5454545454545454
Mark Williams,Thepchaiya Un-Nooh,11,0.6358774096640514,0.551071269307342,1811,1188,13214,7586,575,336,3963,2119,319,179,1101,640,192,107,710,391,0.0,0.8571428571428571
Chris Wakelin,Shaun Murphy,11,0.3736977219803135,0.4526423818569107,443,241,2815,1461,1380,907,9959,5659,344,184,916,498,327,185,999,570,0.0,0.6666666666666666
Judd Trump,Joe O'Connor,11,0.8928309665224095,0.676995856238523,1478,1065,10235,6191,310,153,1947,976,576,362,1797,1102,275,140,755,391,0.0,0.6
Xu Si,Ryan Day,11,0.424343657590278,0.4719046255916129,209,90,1330,613,1322,780,8723,4743,181,90,541,266,298,151,1004,522,0.0,0.75
Mark Selby,Noppon Saengkham,11,0.7611302793413719,0.6034832498647263,1579,1078,11276,6562,470,244,3204,1619,408,230,1338,760,195,96,820,436,0.0,0.6666666666666666
Jackson Page,Ali Carter,11,0.3072124865428505,0.4261687424083906,210,106,1335,661,1339,825,9032,4987,195,98,629,322,363,193,1220,677,0.0,0.6
Jack Lisowski,Si Jiahui,11,0.4410095569399367,0.4781389460283984,811,494,5286,2895,203,116,1376,741,253,139,1058,584,379,216,952,521,0.0,0.5454545454545454
Pang Junxu,Ronnie O'Sullivan,11,0.3390320114677981,0.4390545496752837,193,108,1251,656,1539,1174,13293,8110,332,183,868,472,378,227,1204,725,0.0,0.6
Ding Junhui,Hossein Vafaei,11,0.5872410251253013,0.5324543063873187,1004,666,7723,4392,341,206,2367,1264,243,126,974,540,223,127,890,509,0.0,1.0
Jiang Jun,Yuan Sijun,11,0.1901541391142991,0.3728522336868044,39,16,270,129,281,148,1788,927,177,87,270,129,203,111,690,391,0.0,0.6
John Higgins,Matthew Stevens,11,0.7739370957025349,0.6094497836283252,1898,1337,14668,8642,1138,655,8581,4648,489,272,1453,830,157,79,624,330,0.0,0.8571428571428571
Barry Hawkins,Neil Robertson,11,0.3206834376939637,0.4316800165217519,1358,848,9327,5220,1293,860,9461,5456,306,162,989,560,362,224,1076,625,0.0,0.8571428571428571
Lyu Haotian,Zhang Anda,11,0.3817398556921421,0.4557411415821268,348,177,2273,1134,491,255,3443,1761,186,89,740,397,266,134,893,495,0.0,0.8571428571428571
Xiao Guodong,Mark Allen,11,0.3833548191267751,0.4563613127629212,767,444,4815,2639,1092,726,7731,4394,264,144,996,531,394,219,1223,697,0.0,0.75
Gary Wilson,Mark Selby,11,0.3206834376939637,0.4316800165217519,744,428,4783,2568,1579,1078,11276,6562,359,187,991,517,408,230,1338,760,0.0,0.6666666666666666
Kyren Wilson,Barry Hawkins,11,0.7438795181694131,0.5956807306078472,1069,684,6811,3851,1358,848,9327,5220,612,356,1504,880,306,162,989,560,0.0,0.75
Chris Wakelin,Mark Williams,11,0.3483614432630792,0.4427521454014443,443,241,2815,1461,1811,1188,13214,7586,344,184,916,498,319,179,1101,640,0.0,0.6
Xu Si,Judd Trump,11,0.0764105214343719,0.2983850463845993,209,90,1330,613,1478,1065,10235,6191,181,90,541,266,576,362,1797,1102,0.0,0.6
Jackson Page,Pang Junxu,11,0.2507413833722163,0.4019131396677965,210,106,1335,661,193,108,1251,656,195,98,629,322,332,183,868,472,0.0,0.6
Ding Junhui,Jiang Jun,11,0.8734682358009771,0.6637386974043528,1004,666,7723,4392,39,16,270,129,243,126,974,540,177,87,270,129,0.0,0.6666666666666666
John Higgins,Lyu Haotian,11,0.7519246125749761,0.5992881635083561,1898,1337,14668,8642,348,177,2273,1134,489,272,1453,830,186,89,740,397,0.0,0.5454545454545454
Xiao Guodong,Jack Lisowski,11,0.5472572525240895,0.5174928576663897,767,444,4815,2639,811,494,5286,2895,264,144,996,531,253,139,1058,584,0.0,0.6666666666666666
Chris Wakelin,John Higgins,11,0.3785163845385248,0.4545012127872179,443,241,2815,1461,1898,1337,14668,8642,344,184,916,498,489,272,1453,830,0.0,0.5454545454545454
Xu Si,Gary Wilson,11,0.3221959756208151,0.43229345192664,209,90,1330,613,744,428,4783,2568,181,90,541,266,359,187,991,517,0.0,0.5454545454545454
Ding Junhui,Kyren Wilson,11,0.2925571661165942,0.4200665998114943,1004,666,7723,4392,1069,684,6811,3851,243,126,974,540,612,356,1504,880,0.0,0.6
Xiao Guodong,Jackson Page,11,0.7189179636673898,0.584797674717737,767,444,4815,2639,210,106,1335,661,264,144,996,531,195,98,629,322,0.0,0.6
Chris Wakelin,Xiao Guodong,17,0.4833126540089316,0.4950001666600003,443,241,2815,1461,767,444,4815,2639,344,184,916,498,264,144,996,531,0.0,0.5294117647058824
Ding Junhui,Xu Si,17,0.8121554723290816,0.6046790847140093,1004,666,7723,4392,209,90,1330,613,243,126,974,540,181,90,541,266,0.0,0.6
Ding Junhui,Chris Wakelin,19,0.5679362049414082,0.519365308229932,1004,666,7723,4392,443,241,2815,1461,243,126,974,540,344,184,916,498,0.0,0.5882352941176471
Xing Zihao,Manasawin Phetmalaikul,7,0.7513122476997512,0.6218716423074662,37,14,232,104,62,18,350,135,132,60,232,104,94,27,205,75,0.0,0.5714285714285714
Wang Yuchen,Liam Davies,7,0.6184015843393024,0.5547792351072148,105,40,658,284,53,25,313,145,106,54,190,105,116,54,287,135,0.0,0.5714285714285714
Dean Young,Daniel Womersley,7,0.4536273125253007,0.4787627850337259,113,42,598,249,113,55,577,279,112,43,383,154,112,53,206,102,0.0,0.6666666666666666
Jimmy White,Hatem Yassen,7,0.8115488427624657,0.6570104626734988,1582,847,13125,6769,15,0,87,10,117,45,416,167,0,0,0,0,0.0,0.8
Alexander Ursenbacher,Michael Holt,7,0.5354968818114487,0.5162442810620724,290,131,1755,842,1020,574,7078,3731,140,69,427,209,103,47,366,185,0.0,0.5714285714285714
Allan Taylor,Anton Kazakov,7,0.786152249899794,0.6416424532015634,455,208,2683,1284,52,10,302,101,171,87,461,207,106,42,280,92,0.0,1.0
Haris Tahir,Hammad Miah,7,0.3209665344283103,0.4158094770645927,22,12,136,65,296,118,1892,854,111,53,136,65,117,47,443,200,0.0,0.5714285714285714
Zak Surety,Jack Borwick,7,0.8576412839544288,0.6878313305828404,262,120,1513,725,12,4,55,22,178,92,526,261,18,7,55,22,0.0,1.0
Ishpreet Singh Chadha,Ahmed Aly Elsayed,7,0.9162378856649652,0.7364309317009723,54,30,323,169,25,0,126,19,180,88,323,169,79,14,126,19,0.0,0.5714285714285714
Amir Sarkhosh,Duane Jones,7,0.3148993834727192,0.4127763091606651,41,18,268,133,334,150,1995,969,97,44,143,68,141,68,433,205,0.0,0.6666666666666666
Bulcsú Révész,Yulu Bai,7,0.7534472409879828,0.6230466603666162,28,13,191,92,16,3,110,36,140,69,191,92,57,15,110,36,0.0,0.8
Andrew Pagett,Dylan Emery,7,0.3999696104413816,0.4538814589542204,354,153,2265,1060,134,60,766,372,159,70,432,175,184,90,492,242,0.0,0.5714285714285714
Stan Moody,Iulian Boiko,7,0.6466907800352545,0.5683199834782481,68,29,408,194,112,42,630,273,183,95,372,179,153,71,396,196,0.0,0.6666666666666666
Ben Mertens,Robbie Mcguigan,7,0.7371828058525272,0.6141996427768951,110,51,666,332,74,26,355,152,160,77,495,250,78,32,219,95,0.0,1.0
Oliver Lines,Ayaan Iqbal,7,0.8819896948101545,0.706303891936407,390,189,2344,1146,2,0,9,1,180,82,552,266,0,0,9,1,0.0,0.8
Peifan Lei,Haydon Pinhey,7,0.5947357972115818,0.5436386872370789,126,59,746,355,118,53,635,301,120,59,349,164,146,70,372,181,0.0,0.5714285714285714
Julien Leclercq,Alfie Burden,7,0.4119083649163239,0.4594641607262107,78,33,435,199,817,423,5794,2937,142,60,360,161,147,70,472,220,0.0,0.6666666666666666
Antoni Kowalski,Gong Chenzhi,7,0.4039387802743521,0.4557411415821268,50,25,273,136,34,18,236,122,116,56,149,76,149,75,236,122,0.0,0.6666666666666666
Cheung Ka Wai,Kreishh Gurbaxani,7,0.67536846283006,0.5823675407280794,35,20,207,117,29,10,164,74,101,47,207,117,100,45,141,64,0.0,1.0
Jiang Jun,Chris Totten,7,0.6555229391190917,0.5726080638632601,43,19,309,150,106,38,610,248,216,108,309,150,136,70,224,117,0.0,1.0
Huang Jiahao,Artemijs Zizins,7,0.3507768876685381,0.4304537760607709,35,11,195,79,20,11,112,58,56,15,92,39,112,58,112,58,0.0,0.6666666666666666
Liu Hongyu,Reanne Evans,7,0.9266101533502596,0.7469667935196899,54,27,336,178,220,61,1237,463,161,80,336,178,81,16,286,76,0.0,0.8
Andrew Higginson,Paul Deaville,7,0.721490850613204,0.6058736684317606,887,506,6158,3326,33,17,165,82,144,66,488,255,104,54,133,69,0.0,0.6666666666666666
Louis Heathcote,Joshua Thomond,7,0.8160262378047215,0.6598217549720575,212,99,1242,608,80,34,427,203,213,109,561,274,91,38,178,85,0.0,1.0
Ma Hailong,Siripaporn Nuanthakhamjan,7,0.8832805083358919,0.707340014518073,47,17,305,138,24,0,141,27,170,83,305,138,73,12,141,27,0.0,1.0
Mostafa Dorgham,Liam Pullen,7,0.3776967488123118,0.4433690400777466,27,5,178,57,56,25,338,156,122,45,168,57,123,54,296,134,0.0,0.5714285714285714
Thor Chuan Leong,Mitchell Mann,7,0.6261916833783177,0.5584811124381613,194,72,1213,540,386,174,2327,1094,159,77,300,154,92,43,297,130,0.0,0.6666666666666666
Ashley Carty,Jonas Luz,7,0.8133483117002799,0.6581363150480182,288,134,1687,827,3,1,17,6,153,75,400,196,17,6,17,6,0.0,1.0
Stuart Carrington,Mink Nutcharut,7,0.8598606169693392,0.6894394530607736,522,276,3302,1716,50,5,287,85,157,79,490,240,93,27,286,85,0.0,0.8
Ian Burns,Simon Blackwell,7,0.5854263042586716,0.5392938058983595,505,245,3178,1572,71,36,372,194,133,58,473,216,139,74,166,86,0.0,0.8
Farakh Ajaib,Liam Graham,7,0.7349708541108757,0.6130141761393355,159,68,870,398,57,17,314,119,112,60,318,153,100,33,235,79,0.0,0.6666666666666666
Xing Zihao,Anthony Hamilton,7,0.3457334311872113,0.4280038670684813,37,14,232,104,1057,598,7739,4073,132,60,232,104,149,75,522,255,0.0,0.8
Fan Zhengyi,Andrew Higginson,7,0.661777191191235,0.5756643510425494,198,88,1265,588,887,506,6158,3326,251,135,764,402,144,66,488,255,0.0,1.0
Long Zehuang,Liu Hongyu,7,0.5204982038546295,0.5093739015216607,82,41,469,238,54,27,336,178,204,112,310,160,161,80,336,178,0.0,0.6666666666666666
Dean Young,Thepchaiya Un-Nooh,7,0.1008954799267901,0.2793878699891294,113,42,598,249,578,338,3986,2132,112,43,383,154,215,120,733,404,0.0,0.5714285714285714
Robbie Williams,Zak Surety,7,0.5558590476581076,0.5256025883246178,568,304,3648,1872,262,120,1513,725,205,102,625,333,178,92,526,261,0.0,0.6666666666666666
Daniel Wells,Thor Chuan Leong,7,0.6339273074659068,0.5621765008857981,533,267,3505,1757,194,72,1213,540,184,92,582,321,159,77,300,154,0.0,1.0
Ricky Walden,Huang Jiahao,7,0.8719653706122326,0.6984652160025387,1178,695,7921,4328,35,11,195,79,302,153,980,515,56,15,92,39,0.0,0.6666666666666666
Alexander Ursenbacher,Ben Woollaston,7,0.348251590113029,0.4292283881055083,290,131,1755,842,845,477,5337,2834,140,69,427,209,208,113,629,328,0.0,0.5714285714285714
Ishpreet Singh Chadha,Sanderson Lam,7,0.5880916350836762,0.5405358392737893,54,30,323,169,282,112,1710,750,180,88,323,169,137,54,548,254,0.0,0.6666666666666666
Yuan Sijun,Bulcsú Révész,7,0.8124499949726253,0.6575736106164225,284,150,1815,943,28,13,191,92,230,127,717,407,140,69,191,92,0.0,0.6666666666666666
Xu Si,Andrew Pagett,7,0.7534472409879828,0.6230466603666162,215,95,1396,649,354,153,2265,1060,247,126,607,302,159,70,432,175,0.0,0.8
Matthew Selt,Cheung Ka Wai,7,0.7910094256982455,0.6445115537062945,891,485,5747,2994,35,20,207,117,243,126,994,509,101,47,207,117,0.0,1.0
Jimmy Robertson,Ben Mertens,7,0.6454220086166967,0.5677065480733601,759,416,4941,2578,110,51,666,332,225,112,794,419,160,77,495,250,0.0,0.6666666666666666
Jackson Page,Jimmy White,7,0.792932804884019,0.6456563062257954,215,110,1383,689,1582,847,13125,6769,243,126,677,350,117,45,416,167,0.0,0.8
Stan Moody,Tian Pengfei,7,0.4509137915777282,0.4775151752081999,68,29,408,194,574,315,3761,1980,183,95,372,179,174,89,541,270,0.0,0.6666666666666666
Anthony McGill,Allan Taylor,7,0.7146198510727906,0.6022861768886306,765,455,5080,2757,455,208,2683,1284,137,66,689,371,171,87,461,207,0.0,0.6666666666666666
David Lilley,Haris Tahir,7,0.7338611162888773,0.6124209393479161,269,134,1600,801,22,12,136,65,197,96,556,269,111,53,136,65,0.0,0.8
Peifan Lei,Dominic Dale,7,0.4482027100420394,0.4762678458734389,126,59,746,355,1123,624,7767,4083,120,59,349,164,198,98,559,277,0.0,0.8
Julien Leclercq,Jamie Clarke,7,0.3558484820461031,0.4329070950345457,78,33,435,199,345,172,2068,1025,142,60,360,161,168,78,586,283,0.0,0.5714285714285714
Antoni Kowalski,Joe Perry,7,0.2830802923189607,0.3965167501352737,50,25,273,136,1395,808,9567,5159,116,56,149,76,163,77,743,370,0.0,0.5714285714285714
Jamie Jones,Oliver Lines,7,0.4740429597229285,0.4881272322437472,682,400,4464,2398,390,189,2344,1146,159,76,707,360,180,82,552,266,0.0,0.5714285714285714
Lyu Haotian,Wang Yuchen,7,0.7608368593181393,0.6271477663131956,352,180,2312,1157,105,40,658,284,225,112,779,420,106,54,190,105,0.0,0.5714285714285714
Ma Hailong,Matthew Stevens,7,0.3283146971704255,0.4194576951793403,47,17,305,138,1141,657,8605,4661,170,83,305,138,181,92,648,343,0.0,0.8
He Guoqiang,Louis Heathcote,7,0.5164013295642876,0.5074994375506203,76,42,485,250,212,99,1242,608,212,111,402,218,213,109,561,274,0.0,1.0
David Grace,Ashley Carty,7,0.489063958143771,0.4950001666600003,491,227,3206,1552,288,134,1687,827,141,68,517,246,153,75,400,196,0.0,0.8
